registered,instant,cnt,windspeed,yr,weathersit,casual,dteday,atemp,mnth,hum,temp,weekday,workingday,season,holiday
4,8935,7,0.2537,1,1,3,2012-01-13,0.3333,1,0.87,0.36,5,1,1,0
2,8936,3,0.4925,1,3,1,2012-01-13,0.2879,1,0.7,0.32,5,1,1,0
21,8937,21,0.5522,1,2,0,2012-01-13,0.2424,1,0.7,0.3,5,1,1,0
71,8938,73,0.2239,1,2,2,2012-01-13,0.2576,1,0.75,0.26,5,1,1,0
174,8939,177,0.2239,1,1,3,2012-01-13,0.2576,1,0.6,0.26,5,1,1,0
408,8940,419,0.3582,1,1,11,2012-01-13,0.2121,1,0.52,0.24,5,1,1,0
204,8941,214,0.3881,1,1,10,2012-01-13,0.197,1,0.47,0.22,5,1,1,0
101,8942,103,0.4478,1,1,2,2012-01-13,0.197,1,0.44,0.24,5,1,1,0
102,8943,114,0.6119,1,1,12,2012-01-13,0.1818,1,0.38,0.24,5,1,1,0
140,8944,154,0.4925,1,1,14,2012-01-13,0.197,1,0.38,0.24,5,1,1,0
140,8945,154,0.5224,1,1,14,2012-01-13,0.2121,1,0.33,0.26,5,1,1,0
119,8946,129,0.5522,1,1,10,2012-01-13,0.2121,1,0.33,0.26,5,1,1,0
123,8947,138,0.5821,1,1,15,2012-01-13,0.2121,1,0.33,0.26,5,1,1,0
215,8948,233,0.4627,1,1,18,2012-01-13,0.2424,1,0.3,0.28,5,1,1,0
317,8949,332,0.4179,1,1,15,2012-01-13,0.2424,1,0.33,0.28,5,1,1,0
294,8950,301,0.2985,1,1,7,2012-01-13,0.2273,1,0.38,0.26,5,1,1,0
199,8951,206,0.2836,1,1,7,2012-01-13,0.2424,1,0.38,0.26,5,1,1,0
130,8952,136,0.1642,1,1,6,2012-01-13,0.2424,1,0.41,0.24,5,1,1,0
95,8953,102,0.2836,1,1,7,2012-01-13,0.2121,1,0.41,0.24,5,1,1,0
58,8954,65,0.3284,1,1,7,2012-01-13,0.1818,1,0.47,0.2,5,1,1,0
60,8955,65,0.194,1,1,5,2012-01-13,0.1818,1,0.47,0.18,5,1,1,0
42,8956,44,0.1045,1,1,2,2012-01-14,0.1818,1,0.47,0.16,6,0,1,0
44,8957,50,0.194,1,1,6,2012-01-14,0.1515,1,0.47,0.16,6,0,1,0
32,8958,38,0.1642,1,1,6,2012-01-14,0.1667,1,0.47,0.16,6,0,1,0
14,8959,20,0.1045,1,1,6,2012-01-14,0.1667,1,0.54,0.14,6,0,1,0
3,8960,3,0.1343,1,1,0,2012-01-14,0.1515,1,0.5,0.14,6,0,1,0
4,8961,4,0.1343,1,1,0,2012-01-14,0.1515,1,0.5,0.14,6,0,1,0
5,8962,5,0.0,1,1,0,2012-01-14,0.1515,1,0.5,0.14,6,0,1,0
24,8963,24,0.1343,1,1,0,2012-01-14,0.1515,1,0.5,0.14,6,0,1,0
89,8964,92,0.1045,1,1,3,2012-01-14,0.1515,1,0.54,0.12,6,0,1,0
78,8965,81,0.1045,1,1,3,2012-01-14,0.1667,1,0.5,0.14,6,0,1,0
135,8966,149,0.0,1,1,14,2012-01-14,0.2273,1,0.47,0.16,6,0,1,0
150,8967,178,0.194,1,1,28,2012-01-14,0.197,1,0.4,0.2,6,0,1,0
189,8968,219,0.2537,1,1,30,2012-01-14,0.2121,1,0.41,0.22,6,0,1,0
182,8969,220,0.2836,1,1,38,2012-01-14,0.2121,1,0.44,0.22,6,0,1,0
179,8970,231,0.2985,1,1,52,2012-01-14,0.2121,1,0.41,0.24,6,0,1,0
177,8971,226,0.2985,1,1,49,2012-01-14,0.2121,1,0.38,0.24,6,0,1,0
178,8972,206,0.2239,1,1,28,2012-01-14,0.2273,1,0.38,0.24,6,0,1,0
129,8973,144,0.2537,1,1,15,2012-01-14,0.2273,1,0.41,0.24,6,0,1,0
122,8974,143,0.194,1,1,21,2012-01-14,0.2273,1,0.41,0.22,6,0,1,0
90,8975,102,0.2239,1,1,12,2012-01-14,0.197,1,0.47,0.2,6,0,1,0
95,8976,103,0.2537,1,1,8,2012-01-14,0.197,1,0.44,0.2,6,0,1,0
66,8977,69,0.2537,1,1,3,2012-01-14,0.1667,1,0.43,0.18,6,0,1,0
62,8978,66,0.3582,1,1,4,2012-01-14,0.1364,1,0.47,0.16,6,0,1,0
71,8979,76,0.2239,1,1,5,2012-01-14,0.1515,1,0.47,0.16,6,0,1,0
50,8980,59,0.3284,1,1,9,2012-01-15,0.1364,1,0.47,0.16,0,0,1,0
40,8981,42,0.2985,1,2,2,2012-01-15,0.1364,1,0.47,0.16,0,0,1,0
38,8982,43,0.2836,1,2,5,2012-01-15,0.1364,1,0.47,0.16,0,0,1,0
24,8983,25,0.3881,1,2,1,2012-01-15,0.1364,1,0.48,0.16,0,0,1,0
5,8984,6,0.3881,1,2,1,2012-01-15,0.1364,1,0.47,0.16,0,0,1,0
5,8985,5,0.3284,1,2,0,2012-01-15,0.1364,1,0.47,0.16,0,0,1,0
7,8986,8,0.2836,1,2,1,2012-01-15,0.1212,1,0.5,0.14,0,0,1,0
14,8987,17,0.2836,1,1,3,2012-01-15,0.1212,1,0.54,0.12,0,0,1,0
34,8988,36,0.2239,1,1,2,2012-01-15,0.1212,1,0.54,0.12,0,0,1,0
80,8989,90,0.194,1,1,10,2012-01-15,0.1364,1,0.54,0.12,0,0,1,0
115,8990,126,0.2836,1,1,11,2012-01-15,0.1212,1,0.54,0.14,0,0,1,0
144,8991,165,0.2239,1,1,21,2012-01-15,0.1515,1,0.47,0.16,0,0,1,0
192,8992,234,0.2985,1,1,42,2012-01-15,0.1667,1,0.4,0.18,0,0,1,0
184,8993,224,0.2836,1,1,40,2012-01-15,0.1818,1,0.34,0.2,0,0,1,0
163,8994,188,0.3582,1,1,25,2012-01-15,0.1818,1,0.32,0.2,0,0,1,0
173,8995,206,0.194,1,1,33,2012-01-15,0.2273,1,0.27,0.22,0,0,1,0
174,8996,205,0.2985,1,1,31,2012-01-15,0.2121,1,0.29,0.22,0,0,1,0
131,8997,146,0.2537,1,1,15,2012-01-15,0.2121,1,0.25,0.22,0,0,1,0
113,8998,120,0.2239,1,1,7,2012-01-15,0.1818,1,0.29,0.18,0,0,1,0
101,8999,110,0.1642,1,1,9,2012-01-15,0.1667,1,0.37,0.16,0,0,1,0
85,9000,95,0.1045,1,1,10,2012-01-15,0.1818,1,0.37,0.16,0,0,1,0
71,9001,72,0.1642,1,1,1,2012-01-15,0.1667,1,0.4,0.16,0,0,1,0
58,9002,60,0.0896,1,1,2,2012-01-15,0.2121,1,0.37,0.18,0,0,1,0
26,9003,29,0.0896,1,1,3,2012-01-15,0.197,1,0.43,0.16,0,0,1,0
23,9004,25,0.1343,1,1,2,2012-01-16,0.1515,1,0.46,0.14,1,0,1,1
18,9005,20,0.1045,1,1,2,2012-01-16,0.1667,1,0.43,0.14,1,0,1,1
14,9006,17,0.0,1,1,3,2012-01-16,0.2121,1,0.46,0.14,1,0,1,1
3,9007,3,0.0,1,1,0,2012-01-16,0.197,1,0.5,0.12,1,0,1,1
6,9008,8,0.1045,1,1,2,2012-01-16,0.1515,1,0.58,0.12,1,0,1,1
5,9009,6,0.0896,1,1,1,2012-01-16,0.1667,1,0.54,0.12,1,0,1,1
13,9010,13,0.0896,1,1,0,2012-01-16,0.1364,1,0.54,0.1,1,0,1,1
28,9011,33,0.1045,1,1,5,2012-01-16,0.1364,1,0.54,0.1,1,0,1,1
75,9012,78,0.1642,1,1,3,2012-01-16,0.1212,1,0.58,0.1,1,0,1,1
89,9013,96,0.1642,1,1,7,2012-01-16,0.1212,1,0.58,0.1,1,0,1,1
107,9014,126,0.194,1,2,19,2012-01-16,0.1364,1,0.59,0.14,1,0,1,1
158,9015,179,0.2537,1,1,21,2012-01-16,0.1515,1,0.59,0.16,1,0,1,1
165,9016,185,0.3284,1,1,20,2012-01-16,0.1818,1,0.55,0.2,1,0,1,1
202,9017,228,0.4179,1,2,26,2012-01-16,0.197,1,0.41,0.24,1,0,1,1
158,9018,181,0.3881,1,1,23,2012-01-16,0.2121,1,0.44,0.24,1,0,1,1
175,9019,192,0.4478,1,1,17,2012-01-16,0.2121,1,0.44,0.26,1,0,1,1
158,9020,180,0.3582,1,1,22,2012-01-16,0.2273,1,0.44,0.26,1,0,1,1
174,9021,193,0.3284,1,1,19,2012-01-16,0.2273,1,0.48,0.26,1,0,1,1
175,9022,181,0.3284,1,1,6,2012-01-16,0.2273,1,0.52,0.26,1,0,1,1
134,9023,144,0.2836,1,1,10,2012-01-16,0.2424,1,0.56,0.26,1,0,1,1
88,9024,90,0.2836,1,1,2,2012-01-16,0.2424,1,0.6,0.26,1,0,1,1
46,9025,49,0.3284,1,1,3,2012-01-16,0.2576,1,0.52,0.28,1,0,1,1
39,9026,43,0.3582,1,2,4,2012-01-16,0.2727,1,0.49,0.3,1,0,1,1
28,9027,28,0.2985,1,3,0,2012-01-16,0.2273,1,0.7,0.26,1,0,1,1
12,9028,12,0.3284,1,2,0,2012-01-17,0.2273,1,0.7,0.26,2,1,1,0
2,9029,2,0.3582,1,2,0,2012-01-17,0.2576,1,0.65,0.28,2,1,1,0
12,9030,12,0.2537,1,3,0,2012-01-17,0.2727,1,0.75,0.28,2,1,1,0
2,9031,2,0.3284,1,3,0,2012-01-17,0.303,1,0.66,0.32,2,1,1,0
13,9032,13,0.3284,1,3,0,2012-01-17,0.303,1,0.66,0.32,2,1,1,0
57,9033,57,0.2537,1,3,0,2012-01-17,0.2879,1,0.75,0.3,2,1,1,0
121,9034,126,0.2239,1,3,5,2012-01-17,0.2879,1,0.81,0.3,2,1,1,0
90,9035,93,0.2836,1,3,3,2012-01-17,0.2879,1,0.81,0.3,2,1,1,0
61,9036,68,0.2537,1,3,7,2012-01-17,0.303,1,0.81,0.32,2,1,1,0
61,9037,62,0.2537,1,3,1,2012-01-17,0.2879,1,0.87,0.3,2,1,1,0
73,9038,75,0.1045,1,2,2,2012-01-17,0.3485,1,0.87,0.34,2,1,1,0
83,9039,86,0.2836,1,2,3,2012-01-17,0.303,1,0.87,0.32,2,1,1,0
95,9040,103,0.3284,1,2,8,2012-01-17,0.3939,1,0.76,0.38,2,1,1,0
120,9041,132,0.4925,1,1,12,2012-01-17,0.4394,1,0.62,0.44,2,1,1,0
123,9042,129,0.4925,1,1,6,2012-01-17,0.4394,1,0.62,0.44,2,1,1,0
205,9043,219,0.5522,1,1,14,2012-01-17,0.4545,1,0.63,0.46,2,1,1,0
442,9044,462,0.4478,1,1,20,2012-01-17,0.4545,1,0.63,0.46,2,1,1,0
451,9045,463,0.4478,1,1,12,2012-01-17,0.4545,1,0.63,0.46,2,1,1,0
297,9046,308,0.4179,1,1,11,2012-01-17,0.4545,1,0.63,0.46,2,1,1,0
169,9047,180,0.3582,1,1,11,2012-01-17,0.4545,1,0.63,0.46,2,1,1,0
174,9048,180,0.4627,1,1,6,2012-01-17,0.4545,1,0.67,0.46,2,1,1,0
85,9049,90,0.3881,1,1,5,2012-01-17,0.4545,1,0.72,0.46,2,1,1,0
60,9050,61,0.3881,1,1,1,2012-01-17,0.4545,1,0.72,0.46,2,1,1,0
14,9051,17,0.3284,1,2,3,2012-01-18,0.4545,1,0.77,0.46,3,1,1,0
10,9052,10,0.3284,1,2,0,2012-01-18,0.4545,1,0.77,0.46,3,1,1,0
1,9053,2,0.4925,1,2,1,2012-01-18,0.4394,1,0.51,0.44,3,1,1,0
3,9054,4,0.4925,1,2,1,2012-01-18,0.4394,1,0.51,0.44,3,1,1,0
1,9055,1,0.5224,1,1,0,2012-01-18,0.2879,1,0.46,0.34,3,1,1,0
29,9056,29,0.5224,1,1,0,2012-01-18,0.2879,1,0.46,0.34,3,1,1,0
88,9057,88,0.5224,1,1,0,2012-01-18,0.2879,1,0.36,0.34,3,1,1,0
262,9058,263,0.3582,1,1,1,2012-01-18,0.2879,1,0.42,0.32,3,1,1,0
474,9059,489,0.4179,1,1,15,2012-01-18,0.2727,1,0.52,0.3,3,1,1,0
196,9060,202,0.3284,1,1,6,2012-01-18,0.2576,1,0.52,0.28,3,1,1,0
88,9061,93,0.4627,1,1,5,2012-01-18,0.2727,1,0.42,0.3,3,1,1,0
110,9062,114,0.3881,1,1,4,2012-01-18,0.2727,1,0.42,0.3,3,1,1,0
155,9063,161,0.4925,1,1,6,2012-01-18,0.2576,1,0.39,0.3,3,1,1,0
124,9064,130,0.4627,1,1,6,2012-01-18,0.2727,1,0.42,0.3,3,1,1,0
98,9065,105,0.3881,1,1,7,2012-01-18,0.2727,1,0.33,0.3,3,1,1,0
122,9066,130,0.5224,1,1,8,2012-01-18,0.2576,1,0.33,0.3,3,1,1,0
163,9067,176,0.5224,1,1,13,2012-01-18,0.2273,1,0.3,0.28,3,1,1,0
338,9068,346,0.4478,1,1,8,2012-01-18,0.2121,1,0.33,0.26,3,1,1,0
347,9069,355,0.3582,1,1,8,2012-01-18,0.2121,1,0.32,0.24,3,1,1,0
251,9070,256,0.3881,1,1,5,2012-01-18,0.197,1,0.37,0.22,3,1,1,0
164,9071,165,0.2537,1,1,1,2012-01-18,0.2121,1,0.37,0.22,3,1,1,0
119,9072,124,0.4179,1,1,5,2012-01-18,0.1667,1,0.4,0.2,3,1,1,0
74,9073,78,0.2537,1,1,4,2012-01-18,0.1667,1,0.47,0.18,3,1,1,0
36,9074,38,0.2985,1,1,2,2012-01-18,0.1364,1,0.47,0.16,3,1,1,0
16,9075,16,0.194,1,1,0,2012-01-19,0.1364,1,0.5,0.14,4,1,1,0
5,9076,5,0.1642,1,1,0,2012-01-19,0.1515,1,0.5,0.14,4,1,1,0
3,9077,3,0.1343,1,1,0,2012-01-19,0.1515,1,0.5,0.14,4,1,1,0
4,9078,4,0.1045,1,1,0,2012-01-19,0.1515,1,0.54,0.12,4,1,1,0
1,9079,1,0.1045,1,1,0,2012-01-19,0.1515,1,0.54,0.12,4,1,1,0
19,9080,19,0.2537,1,1,0,2012-01-19,0.1212,1,0.55,0.12,4,1,1,0
86,9081,86,0.1642,1,1,0,2012-01-19,0.1364,1,0.54,0.12,4,1,1,0
204,9082,206,0.0896,1,1,2,2012-01-19,0.1667,1,0.54,0.12,4,1,1,0
414,9083,423,0.1045,1,1,9,2012-01-19,0.1515,1,0.54,0.12,4,1,1,0
204,9084,210,0.0,1,1,6,2012-01-19,0.197,1,0.54,0.12,4,1,1,0
98,9085,108,0.0,1,1,10,2012-01-19,0.2121,1,0.59,0.14,4,1,1,0
93,9086,99,0.1642,1,1,6,2012-01-19,0.1667,1,0.55,0.16,4,1,1,0
106,9087,111,0.194,1,1,5,2012-01-19,0.197,1,0.51,0.2,4,1,1,0
118,9088,124,0.2836,1,1,6,2012-01-19,0.2121,1,0.47,0.22,4,1,1,0
104,9089,119,0.194,1,1,15,2012-01-19,0.2273,1,0.44,0.24,4,1,1,0
118,9090,127,0.2985,1,1,9,2012-01-19,0.2273,1,0.44,0.26,4,1,1,0
185,9091,193,0.3284,1,1,8,2012-01-19,0.2273,1,0.41,0.26,4,1,1,0
364,9092,385,0.3284,1,2,21,2012-01-19,0.2273,1,0.44,0.26,4,1,1,0
345,9093,361,0.3284,1,2,16,2012-01-19,0.2273,1,0.44,0.26,4,1,1,0
229,9094,234,0.2985,1,2,5,2012-01-19,0.2273,1,0.48,0.26,4,1,1,0
184,9095,191,0.4478,1,1,7,2012-01-19,0.2121,1,0.52,0.26,4,1,1,0
117,9096,121,0.3582,1,1,4,2012-01-19,0.2273,1,0.44,0.26,4,1,1,0
90,9097,90,0.4179,1,2,0,2012-01-19,0.2273,1,0.44,0.26,4,1,1,0
55,9098,56,0.3284,1,1,1,2012-01-19,0.2273,1,0.48,0.26,4,1,1,0
24,9099,27,0.2985,1,2,3,2012-01-20,0.2273,1,0.48,0.26,5,1,1,0
15,9100,15,0.1343,1,1,0,2012-01-20,0.2727,1,0.48,0.26,5,1,1,0
11,9101,11,0.1343,1,1,0,2012-01-20,0.2727,1,0.48,0.26,5,1,1,0
4,9102,4,0.1045,1,1,0,2012-01-20,0.2576,1,0.52,0.24,5,1,1,0
3,9103,3,0.1045,1,1,0,2012-01-20,0.2424,1,0.6,0.22,5,1,1,0
19,9104,19,0.1045,1,1,0,2012-01-20,0.2424,1,0.6,0.22,5,1,1,0
68,9105,68,0.2836,1,1,0,2012-01-20,0.2121,1,0.6,0.24,5,1,1,0
183,9106,185,0.2239,1,1,2,2012-01-20,0.2121,1,0.69,0.22,5,1,1,0
421,9107,425,0.2537,1,1,4,2012-01-20,0.2121,1,0.64,0.22,5,1,1,0
242,9108,263,0.3881,1,1,21,2012-01-20,0.197,1,0.47,0.22,5,1,1,0
96,9109,97,0.2836,1,2,1,2012-01-20,0.2121,1,0.44,0.22,5,1,1,0
117,9110,123,0.3582,1,2,6,2012-01-20,0.1818,1,0.32,0.2,5,1,1,0
119,9111,124,0.3284,1,2,5,2012-01-20,0.1818,1,0.34,0.2,5,1,1,0
144,9112,156,0.2985,1,1,12,2012-01-20,0.2121,1,0.32,0.22,5,1,1,0
107,9113,115,0.2985,1,2,8,2012-01-20,0.2121,1,0.35,0.22,5,1,1,0
144,9114,156,0.194,1,2,12,2012-01-20,0.2273,1,0.35,0.22,5,1,1,0
163,9115,174,0.1642,1,2,11,2012-01-20,0.2121,1,0.37,0.2,5,1,1,0
340,9116,349,0.0896,1,2,9,2012-01-20,0.2576,1,0.32,0.22,5,1,1,0
296,9117,301,0.0896,1,2,5,2012-01-20,0.2273,1,0.34,0.2,5,1,1,0
186,9118,192,0.1045,1,2,6,2012-01-20,0.2273,1,0.37,0.2,5,1,1,0
141,9119,142,0.0896,1,2,1,2012-01-20,0.2273,1,0.34,0.2,5,1,1,0
99,9120,104,0.0896,1,2,5,2012-01-20,0.2273,1,0.37,0.2,5,1,1,0
71,9121,72,0.2239,1,2,1,2012-01-20,0.197,1,0.37,0.2,5,1,1,0
35,9122,38,0.2239,1,3,3,2012-01-20,0.1515,1,0.64,0.16,5,1,1,0
24,9123,24,0.2239,1,3,0,2012-01-21,0.1515,1,0.64,0.16,6,0,1,0
22,9124,23,0.194,1,4,1,2012-01-21,0.1364,1,0.86,0.14,6,0,1,0
25,9125,26,0.0,1,3,1,2012-01-21,0.2121,1,0.86,0.14,6,0,1,0
13,9126,13,0.0896,1,3,0,2012-01-21,0.1818,1,0.93,0.14,6,0,1,0
1,9127,1,0.0896,1,3,0,2012-01-21,0.197,1,0.86,0.16,6,0,1,0
2,9128,2,0.1045,1,3,0,2012-01-21,0.1818,1,0.86,0.16,6,0,1,0
1,9129,1,0.1642,1,3,0,2012-01-21,0.1667,1,0.93,0.16,6,0,1,0
10,9130,13,0.1642,1,3,3,2012-01-21,0.1667,1,0.93,0.16,6,0,1,0
22,9131,25,0.2537,1,2,3,2012-01-21,0.1515,1,0.93,0.16,6,0,1,0
40,9132,42,0.2537,1,2,2,2012-01-21,0.1515,1,0.93,0.16,6,0,1,0
45,9133,45,0.2537,1,3,0,2012-01-21,0.1515,1,0.93,0.16,6,0,1,0
62,9134,63,0.1045,1,2,1,2012-01-21,0.2121,1,0.86,0.18,6,0,1,0
62,9135,67,0.1642,1,2,5,2012-01-21,0.2121,1,0.8,0.2,6,0,1,0
66,9136,76,0.2537,1,2,10,2012-01-21,0.197,1,0.8,0.2,6,0,1,0
89,9137,95,0.194,1,3,6,2012-01-21,0.197,1,0.8,0.2,6,0,1,0
113,9138,119,0.194,1,3,6,2012-01-21,0.197,1,0.8,0.2,6,0,1,0
113,9139,118,0.2985,1,2,5,2012-01-21,0.1818,1,0.8,0.2,6,0,1,0
99,9140,106,0.3881,1,2,7,2012-01-21,0.1818,1,0.8,0.2,6,0,1,0
107,9141,110,0.3881,1,2,3,2012-01-21,0.1818,1,0.75,0.2,6,0,1,0
85,9142,85,0.3881,1,2,0,2012-01-21,0.1515,1,0.8,0.18,6,0,1,0
62,9143,67,0.2985,1,2,5,2012-01-21,0.1667,1,0.8,0.18,6,0,1,0
64,9144,69,0.3284,1,1,5,2012-01-21,0.1515,1,0.74,0.18,6,0,1,0
56,9145,59,0.2985,1,2,3,2012-01-21,0.1667,1,0.74,0.18,6,0,1,0
51,9146,52,0.2537,1,2,1,2012-01-21,0.1515,1,0.8,0.16,6,0,1,0
51,9147,52,0.2985,1,1,1,2012-01-22,0.1364,1,0.8,0.16,0,0,1,0
49,9148,50,0.2985,1,2,1,2012-01-22,0.1667,1,0.74,0.18,0,0,1,0
46,9149,47,0.2836,1,2,1,2012-01-22,0.1667,1,0.74,0.18,0,0,1,0
20,9150,21,0.2836,1,2,1,2012-01-22,0.1667,1,0.69,0.18,0,0,1,0
1,9151,2,0.2836,1,3,1,2012-01-22,0.1364,1,0.8,0.16,0,0,1,0
2,9152,3,0.2239,1,3,1,2012-01-22,0.1515,1,0.74,0.16,0,0,1,0
4,9153,4,0.2239,1,2,0,2012-01-22,0.1515,1,0.74,0.16,0,0,1,0
11,9154,13,0.2239,1,2,2,2012-01-22,0.1515,1,0.74,0.16,0,0,1,0
29,9155,32,0.2239,1,2,3,2012-01-22,0.1515,1,0.74,0.16,0,0,1,0
54,9156,63,0.2239,1,2,9,2012-01-22,0.1515,1,0.74,0.16,0,0,1,0
120,9157,129,0.2836,1,2,9,2012-01-22,0.1364,1,0.74,0.16,0,0,1,0
115,9158,133,0.2537,1,3,18,2012-01-22,0.1515,1,0.8,0.16,0,0,1,0
161,9159,185,0.2239,1,2,24,2012-01-22,0.1515,1,0.8,0.16,0,0,1,0
175,9160,199,0.1343,1,2,24,2012-01-22,0.1818,1,0.8,0.16,0,0,1,0
163,9161,182,0.1642,1,2,19,2012-01-22,0.1667,1,0.8,0.16,0,0,1,0
149,9162,176,0.194,1,2,27,2012-01-22,0.1515,1,0.8,0.16,0,0,1,0
143,9163,155,0.194,1,2,12,2012-01-22,0.1515,1,0.8,0.16,0,0,1,0
100,9164,108,0.1045,1,2,8,2012-01-22,0.1818,1,0.8,0.16,0,0,1,0
110,9165,121,0.1045,1,3,11,2012-01-22,0.1818,1,0.86,0.16,0,0,1,0
80,9166,89,0.1045,1,3,9,2012-01-22,0.1818,1,0.86,0.16,0,0,1,0
69,9167,74,0.1642,1,3,5,2012-01-22,0.1667,1,0.86,0.16,0,0,1,0
36,9168,44,0.1045,1,3,8,2012-01-22,0.1818,1,0.86,0.16,0,0,1,0
58,9169,58,0.0896,1,2,0,2012-01-22,0.197,1,0.93,0.16,0,0,1,0
35,9170,37,0.1045,1,2,2,2012-01-22,0.1818,1,0.93,0.16,0,0,1,0
17,9171,19,0.0,1,2,2,2012-01-23,0.2424,1,0.86,0.18,1,1,1,0
4,9172,4,0.1045,1,2,0,2012-01-23,0.2121,1,0.86,0.18,1,1,1,0
2,9173,2,0.1045,1,2,0,2012-01-23,0.2121,1,0.86,0.18,1,1,1,0
1,9174,1,0.0,1,2,0,2012-01-23,0.2424,1,0.86,0.18,1,1,1,0
1,9175,1,0.0,1,2,0,2012-01-23,0.2576,1,0.8,0.2,1,1,1,0
19,9176,19,0.0,1,2,0,2012-01-23,0.2576,1,0.86,0.2,1,1,1,0
36,9177,42,0.0,1,2,6,2012-01-23,0.2576,1,0.86,0.2,1,1,1,0
114,9178,122,0.0,1,3,8,2012-01-23,0.2576,1,0.86,0.2,1,1,1,0
267,9179,272,0.1343,1,3,5,2012-01-23,0.2121,1,0.86,0.2,1,1,1,0
198,9180,211,0.0896,1,2,13,2012-01-23,0.2273,1,0.86,0.2,1,1,1,0
139,9181,149,0.0,1,2,10,2012-01-23,0.2576,1,0.93,0.2,1,1,1,0
57,9182,62,0.0896,1,2,5,2012-01-23,0.2273,1,0.93,0.2,1,1,1,0
52,9183,62,0.0,1,2,10,2012-01-23,0.2727,1,0.93,0.22,1,1,1,0
32,9184,37,0.0896,1,3,5,2012-01-23,0.2576,1,0.93,0.22,1,1,1,0
48,9185,61,0.194,1,3,13,2012-01-23,0.2273,1,0.93,0.22,1,1,1,0
64,9186,74,0.2239,1,2,10,2012-01-23,0.2121,1,1.0,0.22,1,1,1,0
108,9187,122,0.1642,1,2,14,2012-01-23,0.2424,1,0.93,0.24,1,1,1,0
270,9188,276,0.1045,1,2,6,2012-01-23,0.2576,1,0.96,0.24,1,1,1,0
275,9189,282,0.1343,1,2,7,2012-01-23,0.2424,1,0.93,0.24,1,1,1,0
211,9190,220,0.1642,1,2,9,2012-01-23,0.2576,1,0.93,0.26,1,1,1,0
161,9191,169,0.1642,1,2,8,2012-01-23,0.2576,1,1.0,0.26,1,1,1,0
112,9192,120,0.2836,1,2,8,2012-01-23,0.2424,1,1.0,0.26,1,1,1,0
64,9193,68,0.2836,1,2,4,2012-01-23,0.2424,1,1.0,0.26,1,1,1,0
35,9194,37,0.3284,1,2,2,2012-01-23,0.2576,1,0.93,0.28,1,1,1,0
19,9195,25,0.2836,1,2,6,2012-01-24,0.2879,1,1.0,0.3,2,1,1,0
7,9196,9,0.2537,1,2,2,2012-01-24,0.303,1,0.93,0.32,2,1,1,0
6,9197,8,0.2239,1,2,2,2012-01-24,0.303,1,0.93,0.32,2,1,1,0
3,9198,3,0.1343,1,2,0,2012-01-24,0.3333,1,0.93,0.32,2,1,1,0
2,9199,2,0.0896,1,2,0,2012-01-24,0.3182,1,1.0,0.3,2,1,1,0
26,9200,26,0.0896,1,2,0,2012-01-24,0.3182,1,1.0,0.3,2,1,1,0
88,9201,89,0.194,1,2,1,2012-01-24,0.3182,1,0.93,0.32,2,1,1,0
221,9202,232,0.1343,1,2,11,2012-01-24,0.3333,1,0.93,0.32,2,1,1,0
479,9203,490,0.1343,1,2,11,2012-01-24,0.3333,1,0.93,0.32,2,1,1,0
244,9204,255,0.0896,1,2,11,2012-01-24,0.3333,1,0.87,0.32,2,1,1,0
93,9205,116,0.0896,1,1,23,2012-01-24,0.3333,1,0.93,0.32,2,1,1,0
123,9206,153,0.1343,1,1,30,2012-01-24,0.3333,1,0.87,0.34,2,1,1,0
150,9207,175,0.1642,1,1,25,2012-01-24,0.3333,1,0.87,0.34,2,1,1,0
170,9208,203,0.1642,1,1,33,2012-01-24,0.3333,1,0.87,0.34,2,1,1,0
138,9209,173,0.2239,1,1,35,2012-01-24,0.3485,1,0.81,0.36,2,1,1,0
156,9210,208,0.1642,1,2,52,2012-01-24,0.4091,1,0.71,0.4,2,1,1,0
243,9211,278,0.1343,1,1,35,2012-01-24,0.4091,1,0.71,0.4,2,1,1,0
474,9212,515,0.0896,1,1,41,2012-01-24,0.4242,1,0.67,0.42,2,1,1,0
391,9213,423,0.0896,1,1,32,2012-01-24,0.4091,1,0.62,0.4,2,1,1,0
311,9214,331,0.0896,1,1,20,2012-01-24,0.4394,1,0.51,0.44,2,1,1,0
211,9215,229,0.0,1,1,18,2012-01-24,0.3485,1,0.76,0.32,2,1,1,0
154,9216,172,0.0,1,1,18,2012-01-24,0.3788,1,0.71,0.36,2,1,1,0
111,9217,125,0.0,1,1,14,2012-01-24,0.3485,1,0.81,0.32,2,1,1,0
80,9218,99,0.0,1,1,19,2012-01-24,0.3485,1,0.76,0.32,2,1,1,0
25,9219,31,0.0,1,1,6,2012-01-25,0.303,1,0.93,0.26,3,1,1,0
9,9220,13,0.2239,1,1,4,2012-01-25,0.2879,1,0.7,0.3,3,1,1,0
3,9221,6,0.194,1,1,3,2012-01-25,0.2727,1,0.7,0.28,3,1,1,0
1,9222,1,0.194,1,1,0,2012-01-25,0.2576,1,0.75,0.26,3,1,1,0
4,9223,4,0.2836,1,1,0,2012-01-25,0.2424,1,0.7,0.26,3,1,1,0
33,9224,33,0.2836,1,1,0,2012-01-25,0.2424,1,0.7,0.26,3,1,1,0
87,9225,88,0.2239,1,1,1,2012-01-25,0.2273,1,0.73,0.24,3,1,1,0
